var,or,ci_or_lower,ci_or_upper,p
any_at,1.19258125656213,1.13984112412889,1.24776166028424,2.31752850015681e-14
age_z,1.43764589736423,1.40757205235792,1.46836229289003,2.6770420070612e-248
female,0.649415753028336,0.629514660894132,0.669945986138497,9.97641808760307e-163
ethnicity_catBlack or Black British,1.42160195193028,1.23901568615997,1.63109485400902,5.28588755681882e-07
ethnicity_catAsian or Asian British,0.93350309192597,0.857456239913594,1.01629445570676,0.112477611510639
ethnicity_catMixed,1.00632999829693,0.789175626405865,1.28323788975139,0.959422002419883
ethnicity_catOther Ethnic Groups,1.15146870619877,0.980155031968996,1.35272496504104,0.0861485748148768
region_catNorth West,1.04368742388392,0.98924117538136,1.10113030662469,0.1177585718583
region_catEast of England,1.01344212407655,0.953193549828833,1.0774988343524,0.669381736724028
region_catSouth West,0.786273190706599,0.730517743819775,0.846284071337298,1.47943324142006e-10
region_catYorkshire and The Humber,0.876976798960245,0.826873005179097,0.930116597225202,1.22238612346167e-05
region_catWest Midlands,0.501384596749666,0.475119026549833,0.529102182422195,1.51632877725899e-139
region_catEast Midlands,0.794077938604965,0.746647583338906,0.844521279717177,2.17309410335084e-13
region_catLondon,1.32573183399976,1.24853556211107,1.40770110921679,3.20997178928608e-20
region_catNorth East,0.780887820996964,0.722938079251407,0.843482735911231,3.24521744518041e-10
imd_decile_cat2,0.952440385309039,0.893107783406638,1.0157146812756,0.137588750769186
imd_decile_cat3,0.851885219515459,0.798466740108365,0.908877465741918,1.22404771498338e-06
imd_decile_cat4,0.840776418997611,0.787560360895417,0.897588326993414,2.00775436042752e-07
imd_decile_cat5,0.82471192148976,0.772092770085584,0.880917138198223,1.00872770758218e-08
imd_decile_cat6,0.79059922165906,0.740027073733123,0.844627381177845,3.24750687121847e-12
imd_decile_cat7,0.79026521920681,0.739715495315221,0.844269344961953,2.96750767515828e-12
imd_decile_cat8,0.766979553594174,0.71783896530192,0.819484123969363,4.07012575350664e-15
imd_decile_cat9,0.719137748112913,0.672510068567642,0.768998301932329,5.43515692646444e-22
imd_decile_cat10,0.785576105364281,0.732027289254034,0.843042091980196,2.08486193893692e-11
congestive_heart_failure_chads,1.28441571743903,1.24281003037815,1.32741424262762,3.37875877676917e-50
hypertension_chads,1.03074349590723,0.995572136644595,1.06715738141868,0.0873695403139775
stroke_chads,0.919260630945683,0.887926973194427,0.951700008128506,1.95732176434925e-06
vascular_disease_chads,1.12500867653392,1.08273899253948,1.16892855156914,1.65667991331883e-09
diabetes_chads,1.2497395683124,1.20880892572773,1.29205613506319,2.47650124121723e-39
liver_disease_hasbled,1.32278081668149,1.13924979351757,1.53587834637915,0.000241923509238938
renal_disease_hasbled,1.22391185858746,1.18561545304013,1.26344527118803,1.27850057448574e-35
uncontrolled_hypertension_hasbled,0.991570860207161,0.933636487375646,1.0531001991746,0.782870410751769
antihypertensives,1.0847455193744,1.05013773292568,1.12049382181958,8.78133663047896e-07
lipid_regulating_drugs,1.1212653474968,1.08494601565564,1.15880049454569,9.56340563025955e-12
proton_pump_inhibitors,1.0694755160782,1.0375040724098,1.10243218306999,1.4405968501732e-05
nsaids,0.877046965889045,0.783565183762818,0.981681417596032,0.0225201587228519
corticosteroids,1.65253710673006,1.57353237294814,1.73550855137683,7.88344139189582e-90
other_immunosuppressants,1.47977287432236,1.31065968287386,1.67070658248898,2.4658901298917e-10
bmi_z,1.12442387674117,1.10708024373295,1.14203921688862,1.79799820474764e-49
smoking_status,1.23555480269541,1.1959908751409,1.276427523148,3.61796576449514e-37
