var,or,ci_or_lower,ci_or_upper,p,var_group,clean_var
doacs,0.998496359525509,0.953256022771828,1.04588374599164,0.949282574996977,meds,DOACs vs warfarin
age_z,2.17205086689048,2.09050799848133,2.2567744164514,0,dem,Age (SD)
female,0.619189124286171,0.573472507323174,0.668550221219614,1.70343466987434e-34,dem,Female
ethnicity_catBlack or Black British,1.24545261292692,1.02874660444151,1.5078078550632,0.024414092037899,eth 1),Black or black british
ethnicity_catAsian or Asian British,1.06891739836966,0.93474070868553,1.22235438546816,0.330132639733525,eth 1),Asian or asian british
ethnicity_catMixed,1.28397028850457,0.899336307692578,1.83310702310269,0.168843574067188,eth 1),Mixed
ethnicity_catOther Ethnic Groups,1.45136726428712,1.14173476496573,1.84497047867986,0.00234528935815841,eth 1),Other
region_catNorth West,0.887854438613413,0.785458216639892,1.00359953905345,0.0571064923985361,reg 3),North West
region_catEast of England,1.0738381686126,0.982275000592546,1.17393643498374,0.117192600421656,reg 3),East of England
region_catSouth West,0.845483463207747,0.734673916621823,0.973006214573063,0.0191935548900175,reg 3),South West
region_catYorkshire and The Humber,0.843515215983415,0.769342483078176,0.924838982956887,0.000290297475369427,reg 3),The Humber
region_catWest Midlands,0.549980385715925,0.507862035283246,0.595591723062226,5.74719930980015e-49,reg 3),West Midlands
region_catEast Midlands,0.772971931324554,0.706564048558932,0.845621296235223,1.92476862710211e-08,reg 3),East Midlands
region_catLondon,1.01233094278325,0.932178563895879,1.09937513842133,0.770895008900915,reg 3),London
region_catNorth East,0.858733452733118,0.748568670805533,0.985110881075752,0.0296967364213443,reg 3),North East
imd_decile_cat9,0.969543770716897,0.881025212822159,1.06695598452264,0.526610949187656,imd 2),IMD dec 9
imd_decile_cat8,1.00919508625388,0.917096486154313,1.11054260647076,0.851295260169411,imd 2),IMD dec 8
imd_decile_cat7,0.99760392323363,0.904035896439039,1.10085627304318,0.961922826415606,imd 2),IMD dec 7
imd_decile_cat6,1.06893590119374,0.973133862444757,1.1741693563004,0.164072892448713,imd 2),IMD dec 6
imd_decile_cat5,1.0577778440994,0.961798636414764,1.1633349488188,0.247111709291242,imd 2),IMD dec 5
imd_decile_cat4,1.02412058423811,0.931186465853594,1.12632969820796,0.623385637425053,imd 2),IMD dec 4
imd_decile_cat3,1.13299438497883,1.02141242623385,1.25676586991086,0.0182512864352315,imd 2),IMD dec 3
imd_decile_cat2,1.11586836466194,1.011575863805,1.23091332227885,0.0285345731954142,imd 2),IMD dec 2
imd_decile_cat1,1.14842771076696,1.03589812358739,1.27318138417903,0.00853164023848509,imd 2),IMD dec 1
congestive_heart_failure_chads,1.21990655648618,1.13405764126306,1.3122542915019,9.35195223583697e-08,comorbidity,Congestive heart failure
hypertension_chads,1.00296681082259,0.938324791097208,1.07206207611264,0.930550306556513,comorbidity,Hypertension
vascular_disease_chads,1.22770295328356,1.15292746466706,1.3073281604376,1.57054721141605e-10,comorbidity,Vascular disease
diabetes_chads,1.21278913028047,1.15909602761675,1.26896947231433,6.80845950477375e-17,comorbidity,Diabetes
renal_disease_hasbled,1.16177946271846,1.04008227343675,1.297716108106,0.00790572231508641,comorbidity,Renal disease
liver_disease_hasbled,1.05993200438392,0.845855786036445,1.32818841280457,0.613105644090594,comorbidity,Liver disease
alcohol_hasbled,0.873633436417358,0.738758430102656,1.03313255067742,0.114339053310624,comorbidity,Hazardous alcohol use
stroke_hasbled,1.09295028778312,1.00390865440886,1.18988946486232,0.0403705674912984,comorbidity,Stroke
bleeding_hasbled,1.04083173563422,0.968071837445238,1.11906023912675,0.279090429145844,comorbidity,Major bleeding event
uncontrolled_hypertension_hasbled,0.631558929195189,0.56740189447755,0.702970301876487,4.15886203097085e-17,comorbidity,Uncontrolled hypertension
fall,1.1806947041076,1.06687224259939,1.30666065592935,0.00132041878566432,comorbidity,Fall
antihypertensives,0.891122035834057,0.784204463490939,1.0126166321651,0.0771109178040686,meds,Antihypertensives
lipid_regulating_drugs,0.895538442761074,0.823811079503808,0.973510944943805,0.00959100549234116,meds,Lipid regulating drugs
proton_pump_inhibitors,1.01173241715306,0.923419022935788,1.10849187475485,0.802357114046957,meds,Proton pump inhibitors
nsaids,0.845320372887519,0.635403097998551,1.1245877381925,0.24859325418231,meds,NSAIDs
corticosteroids,1.38338321894775,1.28161066264394,1.49323752232072,8.50715237068866e-17,meds,Corticosteroids
other_immunosuppressants,1.35422283704226,1.15369605538557,1.58960367750748,0.000208478304563175,meds,Other immunosuppressants
bmi_z,1.02177958334322,0.990408624923342,1.05414420943462,0.175669133629655,comorbidity,BMI (SD)
smoking_status,1.23749594469914,1.18215286787749,1.29542993529794,6.95236329770058e-20,comorbidity,Smoking status
vaccine_status,0.529487483553318,0.494713623112321,0.566705629563736,3.57029864449837e-75,meds,Vaccine status
prop_score_z,0.972289066072857,0.842190651429587,1.12248458992051,0.701397425448908,meds,AT propensity score (sd)
