var,or,ci_or_lower,ci_or_upper,p
doacs,1.00576406239504,0.960345470070527,1.05333068227112,0.807402597820404
age_z,2.1578251338304,2.08612173040806,2.23199310007638,0
female,0.612203440177624,0.586472503008107,0.639063298352348,4.13515622247266e-111
ethnicity_catBlack or Black British,1.3155238383668,1.0876574931369,1.59112862296393,0.00471634644486064
ethnicity_catAsian or Asian British,1.04762520041794,0.916608651993809,1.19736875509892,0.494891207294946
ethnicity_catMixed,1.21085604529553,0.85290115442571,1.71904136232054,0.284586905432666
ethnicity_catOther Ethnic Groups,1.45150350940484,1.17031017868907,1.8002598594627,0.000695264700307017
region_catNorth West,0.925761966353056,0.86144540971474,0.994880474933026,0.0357575601370941
region_catEast of England,1.09937839843796,1.0136448637545,1.19236322914447,0.0221887664472376
region_catSouth West,0.815976339521992,0.737542876203941,0.902750752724512,8.00919767679045e-05
region_catYorkshire and The Humber,0.881435643678039,0.813616388500688,0.954907994635929,0.00200500043059536
region_catWest Midlands,0.578164356660125,0.536279957446376,0.623320000441452,2.92930164386566e-46
region_catEast Midlands,0.81073597834114,0.745968585927926,0.881126684120546,7.84779027237055e-07
region_catLondon,1.02033731686612,0.940852761645434,1.10653683831339,0.626574059300846
region_catNorth East,0.894724969000914,0.807260580310041,0.991665875529596,0.0340551407450444
imd_decile_cat2,0.953847008986478,0.873023180282274,1.04215344689734,0.295570845066879
imd_decile_cat3,0.980834191201976,0.897357463769615,1.07207634579593,0.669807991910996
imd_decile_cat4,0.901496845869037,0.823664732720938,0.986683696444203,0.0243881326248236
imd_decile_cat5,0.911921598261159,0.832732977338002,0.998640649531578,0.0466666693072058
imd_decile_cat6,0.92873758506281,0.848715130178311,1.01630508428321,0.107802999374782
imd_decile_cat7,0.862584387677516,0.787466232856821,0.944868230305795,0.00147338423328266
imd_decile_cat8,0.874477190782841,0.798733889358671,0.957403169425377,0.00371159024481009
imd_decile_cat9,0.838846781459837,0.765251372713488,0.919519974554793,0.000176220148651673
imd_decile_cat10,0.867676769473451,0.788191263265015,0.955178027684821,0.00378627247643371
congestive_heart_failure_chads,1.2533110063637,1.1998747391895,1.30912705082319,3.09846730178767e-24
hypertension_chads,0.998887838465357,0.952487875388696,1.04754815217655,0.963427312956834
stroke_chads,1.08894262563923,1.03948706614048,1.14075112674255,0.000326861784079077
vascular_disease_chads,1.21181022650715,1.14936691717766,1.27764598329772,1.09981313166396e-12
diabetes_chads,1.22393871246455,1.16991245736666,1.28045988606812,1.73993872275615e-18
liver_disease_hasbled,1.09235162925305,0.880067278979057,1.35584188894744,0.423021075139679
renal_disease_hasbled,1.19959394231984,1.14944266489262,1.25193336771165,6.71112126548079e-17
uncontrolled_hypertension_hasbled,0.628823593363524,0.574640876893869,0.688115181968938,6.06744484270662e-24
antihypertensives,0.898557145207726,0.860114099594294,0.938718413736855,1.62954916496047e-06
lipid_regulating_drugs,0.900838034339871,0.861871683152636,0.941566105461207,3.67896296845929e-06
proton_pump_inhibitors,1.00023935016841,0.95963617763891,1.04256048379388,0.990968975338796
nsaids,0.774669774787419,0.639133305399956,0.938948502446844,0.00926981085651428
corticosteroids,1.38929988215112,1.304160019586,1.47999795543328,2.19313858410548e-24
other_immunosuppressants,1.38877811242085,1.18536812415411,1.62709339507132,4.81339963319334e-05
bmi_z,1.0296954017745,1.00721353225076,1.0526790858997,0.00937361116810177
smoking_status,1.25279019578085,1.19713755548441,1.31103002111529,2.4523860385731e-22
