var,or,ci_or_lower,ci_or_upper,p,var_group,clean_var
ac_only,0.89656265396736,0.827947945992192,0.970863683375304,0.00719087355874564,meds,AC vs AP
age_z,2.05966222502582,1.97258040627533,2.15058837029033,1.06996266345624e-235,dem*,Age (SD)
female,0.646538930287451,0.611717734712226,0.6833422748057,8.84254750475906e-54,dem*,Female
ethnicity_catBlack or Black British,1.14785397278851,0.892161324835906,1.47682790787719,0.283504635354805,eth**,Black or black british
ethnicity_catAsian or Asian British,1.09660864021422,0.927758108932371,1.29618970528463,0.279691330874312,eth**,Asian or asian british
ethnicity_catMixed,1.96809889408294,1.24524118756735,3.11057271118493,0.0037423968954481,eth**,Mixed
ethnicity_catOther Ethnic Groups,1.83812191683928,1.41009779046719,2.39606941022543,6.76728246871769e-06,eth**,Other
region_catNorth West,0.871808179478412,0.79378222968031,0.95750380064765,0.00413425334317731,reg****,North West
region_catEast of England,1.06985758827177,0.951378856098009,1.20309091572325,0.259478246996098,reg****,East of England
region_catSouth West,0.907802392764671,0.793413145780497,1.03868355180651,0.159238144230583,reg****,South West
region_catYorkshire and The Humber,0.824390863550962,0.743771888964967,0.913748295666378,0.000235201839676747,reg****,The Humber
region_catWest Midlands,0.443281494067806,0.40121168657082,0.489762610512349,1.48267497610029e-57,reg****,West Midlands
region_catEast Midlands,0.689597762364449,0.617103520620675,0.770608265821847,5.4513649066965e-11,reg****,East Midlands
region_catLondon,1.02325763119392,0.914711046775941,1.14468518062302,0.687798943411704,reg****,London
region_catNorth East,0.829454220400915,0.728547226841992,0.944337276147649,0.00472325241441869,reg****,North East
imd_decile_cat2,0.973245385179315,0.872894853082351,1.0851325064274,0.625239953131357,imd***,IMD dec 2
imd_decile_cat3,0.955371344107577,0.855747984083828,1.06659252737721,0.416470450888139,imd***,IMD dec 3
imd_decile_cat4,0.892321944217997,0.797015788598751,0.99902469125846,0.0480533978017904,imd***,IMD dec 4
imd_decile_cat5,0.900399289401143,0.803293673478105,1.00924345245224,0.071555179348425,imd***,IMD dec 5
imd_decile_cat6,0.84646616502937,0.754659516367301,0.949441374553339,0.00443136586971312,imd***,IMD dec 6
imd_decile_cat7,0.793253599325548,0.706768573407587,0.890321523223774,8.41118387153764e-05,imd***,IMD dec 7
imd_decile_cat8,0.865131715563298,0.772021881185949,0.969471077845296,0.0126444201029118,imd***,IMD dec 8
imd_decile_cat9,0.802977422921008,0.715033372918051,0.901737969361551,0.000209229782707603,imd***,IMD dec 9
imd_decile_cat10,0.894714839072535,0.792198056233538,1.01049811591636,0.0731705272694204,imd***,IMD dec 10
congestive_heart_failure_chads,1.20757453358045,1.14191236614148,1.2770124025186,3.79025890458703e-11,comorbidity,Congestive heart failure
hypertension_chads,1.01396181415286,0.954271461795987,1.0773858401101,0.654222511346226,comorbidity,Hypertension
vascular_disease_chads,1.20589817764381,1.13105310721896,1.28569596384403,1.02286694366706e-08,comorbidity,Vascular disease
diabetes_chads,1.22199250952742,1.15339994661476,1.29466426431166,1.03221200334404e-11,comorbidity,Diabetes
liver_disease_hasbled,1.0734549502546,0.819590258639414,1.40595317974986,0.60664925827801,comorbidity,Liver disease
renal_disease_hasbled,1.15876576796305,1.09739077292294,1.22357335065481,1.11400918876246e-07,comorbidity,Renal disease
alcohol_hasbled,0.837765952529302,0.711497889817267,0.986442547844498,0.0336927083215893,comorbidity,Hazardous alcohol use
stroke_hasbled,1.15611313490572,1.09048232919504,1.22569393828524,1.14538834384687e-06,comorbidity,Stroke
bleeding_hasbled,1.07114951246505,1.01593853299152,1.12936092174357,0.0109084043036116,comorbidity,Major bleeding event
uncontrolled_hypertension_hasbled,0.286743026618829,0.246357668925968,0.333748746986377,1.6110225373804e-58,comorbidity,Uncontrolled hypertension
antihypertensives,0.863805274404873,0.816887515564933,0.913417744637288,2.77210377559321e-07,meds,Antihypertensives
lipid_regulating_drugs,0.919591642198154,0.868999371373439,0.973129344229748,0.0036914455677856,meds,Lipid regulating drugs
proton_pump_inhibitors,0.979190211905847,0.928291210029629,1.03288004963616,0.440035609310903,meds,Proton pump inhibitors
nsaids,0.770695812761326,0.60874041349218,0.975739449267684,0.0304631685300168,meds,NSAIDs
corticosteroids,1.29830499728833,1.19931678148125,1.4054634205168,1.1061136264963e-10,meds,Corticosteroids
other_immunosuppressants,1.28125146297025,1.04890685159513,1.56506300713637,0.0151956040195968,meds,Other immunosuppressants
bmi_z,1.02916832912977,0.999652191624409,1.05955597212528,0.0528024323769889,dem*,BMI (SD)
smoking_status,1.2371355915601,1.16664739818602,1.31188264276292,1.16431527933305e-12,dem*,Smoking status
